level,question,answer
very_hard,Було ๔๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๒๘๘
very_hard,Було ๔๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๙๘
very_hard,Було ๕๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๑๕๐
very_hard,Було ๕๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๒๐๔
very_hard,Було ๕๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๒๖๐
very_hard,Було ๕๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๓๑๘
very_hard,Було ๕๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๐๘
very_hard,Було ๕๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๑๖๕
very_hard,Було ๕๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๒๒๔
very_hard,Було ๕๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๒๘๕
very_hard,Було ๕๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๓๔๘
very_hard,Було ๕๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๑๘
very_hard,Було ๖๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๑๘๐
very_hard,Було ๖๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๒๔๔
very_hard,Було ๖๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๓๑๐
very_hard,Було ๖๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๓๗๘
very_hard,Було ๖๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๒๘
very_hard,Було ๖๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๑๙๕
very_hard,Було ๖๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๒๖๔
very_hard,Було ๖๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๓๓๕
very_hard,Було ๖๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๔๐๘
very_hard,Було ๖๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๓๘
very_hard,Було ๗๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๒๑๐
very_hard,Було ๗๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๒๘๔
very_hard,Було ๗๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๓๖๐
very_hard,Було ๗๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๔๓๘
very_hard,Було ๗๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๔๘
very_hard,Було ๗๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๒๒๕
very_hard,Було ๗๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๓๐๔
very_hard,Було ๗๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๓๘๕
very_hard,Було ๗๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๔๖๘
very_hard,Було ๗๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๕๘
very_hard,Було ๘๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๒๔๐
very_hard,Було ๘๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๓๒๔
very_hard,Було ๘๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๔๑๐
very_hard,Було ๘๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๔๙๘
very_hard,Було ๘๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๖๘
very_hard,Було ๘๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๒๕๕
very_hard,Було ๘๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๓๔๔
very_hard,Було ๘๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๔๓๕
very_hard,Було ๘๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๕๒๘
very_hard,Було ๘๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๗๘
very_hard,Було ๙๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๒๗๐
very_hard,Було ๙๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๓๖๔
very_hard,Було ๙๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๔๖๐
very_hard,Було ๙๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๕๕๘
very_hard,Було ๙๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๘๘
very_hard,Було ๙๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๒๘๕
very_hard,Було ๙๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๓๘๔
very_hard,Було ๙๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๔๘๕
very_hard,Було ๙๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๕๘๘
very_hard,Було ๙๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๑๙๘
very_hard,Було ๑๐๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๐๐
very_hard,Було ๑๐๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๔๐๔
very_hard,Було ๑๐๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๕๑๐
very_hard,Було ๑๐๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๖๑๘
very_hard,Було ๑๐๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๐๘
very_hard,Було ๑๐๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๑๕
very_hard,Було ๑๐๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๔๒๔
very_hard,Було ๑๐๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๕๓๕
very_hard,Було ๑๐๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๖๔๘
very_hard,Було ๑๐๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๑๘
very_hard,Було ๑๑๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๓๐
very_hard,Було ๑๑๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๔๔๔
very_hard,Було ๑๑๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๕๖๐
very_hard,Було ๑๑๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๖๗๘
very_hard,Було ๑๑๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๒๘
very_hard,Було ๑๑๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๔๕
very_hard,Було ๑๑๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๔๖๔
very_hard,Було ๑๑๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๕๘๕
very_hard,Було ๑๑๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๗๐๘
very_hard,Було ๑๑๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๓๘
very_hard,Було ๑๒๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๖๐
very_hard,Було ๑๒๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๔๘๔
very_hard,Було ๑๒๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๖๑๐
very_hard,Було ๑๒๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๗๓๘
very_hard,Було ๑๒๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๔๘
very_hard,Було ๑๒๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๗๕
very_hard,Було ๑๒๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๕๐๔
very_hard,Було ๑๒๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๖๓๕
very_hard,Було ๑๒๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๗๖๘
very_hard,Було ๑๒๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๕๘
very_hard,Було ๑๓๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๓๙๐
very_hard,Було ๑๓๑ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๕๒๔
very_hard,Було ๑๓๒ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๖๖๐
very_hard,Було ๑๓๓ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๗๙๘
very_hard,Було ๑๓๔ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๖๘
very_hard,Було ๑๓๕ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๔๐๕
very_hard,Було ๑๓๖ монахів. Кожен запалив по ๔ свічок. Скільки всього?,๕๔๔
very_hard,Було ๑๓๗ монахів. Кожен запалив по ๕ свічок. Скільки всього?,๖๘๕
very_hard,Було ๑๓๘ монахів. Кожен запалив по ๖ свічок. Скільки всього?,๘๒๘
very_hard,Було ๑๓๙ монахів. Кожен запалив по ๒ свічок. Скільки всього?,๒๗๘
very_hard,Було ๑๔๐ монахів. Кожен запалив по ๓ свічок. Скільки всього?,๔๒๐
