level,question,answer
very_hard,Було LXXXVI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CCCXLIV
very_hard,Було LXXXVII центуріонів. Кожен мав по V солдатів. Скільки всього?,CDXXXV
very_hard,Було LXXXVIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DXXVIII
very_hard,Було LXXXIX центуріонів. Кожен мав по II солдатів. Скільки всього?,CLXXVIII
very_hard,Було XC центуріонів. Кожен мав по III солдатів. Скільки всього?,CCLXX
very_hard,Було XCI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CCCLXIV
very_hard,Було XCII центуріонів. Кожен мав по V солдатів. Скільки всього?,CDLX
very_hard,Було XCIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DLVIII
very_hard,Було XCIV центуріонів. Кожен мав по II солдатів. Скільки всього?,CLXXXVIII
very_hard,Було XCV центуріонів. Кожен мав по III солдатів. Скільки всього?,CCLXXXV
very_hard,Було XCVI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CCCLXXXIV
very_hard,Було XCVII центуріонів. Кожен мав по V солдатів. Скільки всього?,CDLXXXV
very_hard,Було XCVIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DLXXXVIII
very_hard,Було XCIX центуріонів. Кожен мав по II солдатів. Скільки всього?,CXCVIII
very_hard,Було C центуріонів. Кожен мав по III солдатів. Скільки всього?,CCC
very_hard,Було CI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CDIV
very_hard,Було CII центуріонів. Кожен мав по V солдатів. Скільки всього?,DX
very_hard,Було CIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCXVIII
very_hard,Було CIV центуріонів. Кожен мав по II солдатів. Скільки всього?,CCVIII
very_hard,Було CV центуріонів. Кожен мав по III солдатів. Скільки всього?,CCCXV
very_hard,Було CVI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CDXXIV
very_hard,Було CVII центуріонів. Кожен мав по V солдатів. Скільки всього?,DXXXV
very_hard,Було CVIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCXLVIII
very_hard,Було CIX центуріонів. Кожен мав по II солдатів. Скільки всього?,CCXVIII
very_hard,Було CX центуріонів. Кожен мав по III солдатів. Скільки всього?,CCCXXX
very_hard,Було CXI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CDXLIV
very_hard,Було CXII центуріонів. Кожен мав по V солдатів. Скільки всього?,DLX
very_hard,Було CXIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCLXXVIII
very_hard,Було CXIV центуріонів. Кожен мав по II солдатів. Скільки всього?,CCXXVIII
very_hard,Було CXV центуріонів. Кожен мав по III солдатів. Скільки всього?,CCCXLV
very_hard,Було CXVI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CDLXIV
very_hard,Було CXVII центуріонів. Кожен мав по V солдатів. Скільки всього?,DLXXXV
very_hard,Було CXVIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCCVIII
very_hard,Було CXIX центуріонів. Кожен мав по II солдатів. Скільки всього?,CCXXXVIII
very_hard,Було CXX центуріонів. Кожен мав по III солдатів. Скільки всього?,CCCLX
very_hard,Було CXXI центуріонів. Кожен мав по IV солдатів. Скільки всього?,CDLXXXIV
very_hard,Було CXXII центуріонів. Кожен мав по V солдатів. Скільки всього?,DCX
very_hard,Було CXXIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCCXXXVIII
very_hard,Було CXXIV центуріонів. Кожен мав по II солдатів. Скільки всього?,CCXLVIII
very_hard,Було CXXV центуріонів. Кожен мав по III солдатів. Скільки всього?,CCCLXXV
very_hard,Було CXXVI центуріонів. Кожен мав по IV солдатів. Скільки всього?,DIV
very_hard,Було CXXVII центуріонів. Кожен мав по V солдатів. Скільки всього?,DCXXXV
very_hard,Було CXXVIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCCLXVIII
very_hard,Було CXXIX центуріонів. Кожен мав по II солдатів. Скільки всього?,CCLVIII
very_hard,Було CXXX центуріонів. Кожен мав по III солдатів. Скільки всього?,CCCXC
very_hard,Було CXXXI центуріонів. Кожен мав по IV солдатів. Скільки всього?,DXXIV
very_hard,Було CXXXII центуріонів. Кожен мав по V солдатів. Скільки всього?,DCLX
very_hard,Було CXXXIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCCXCVIII
very_hard,Було CXXXIV центуріонів. Кожен мав по II солдатів. Скільки всього?,CCLXVIII
very_hard,Було CXXXV центуріонів. Кожен мав по III солдатів. Скільки всього?,CDV
very_hard,Було CXXXVI центуріонів. Кожен мав по IV солдатів. Скільки всього?,DXLIV
very_hard,Було CXXXVII центуріонів. Кожен мав по V солдатів. Скільки всього?,DCLXXXV
very_hard,Було CXXXVIII центуріонів. Кожен мав по VI солдатів. Скільки всього?,DCCCXXVIII
very_hard,Було CXXXIX центуріонів. Кожен мав по II солдатів. Скільки всього?,CCLXXVIII
very_hard,Було CXL центуріонів. Кожен мав по III солдатів. Скільки всього?,CDXX
