level,question,answer
middle,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆 блоків піраміди. Забрали 𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Забрали 𓎆𓎆𓎆. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
middle,Було 𓍢𓎆𓎆 блоків піраміди. Забрали 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓎆. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺𓏺
hard,Було 𓎆𓎆𓎆𓎆𓏺𓏺𓏺𓏺𓏺𓏺𓏺 блоків піраміди. Привезли ще 𓎆𓎆𓎆𓏺𓏺𓏺. Скільки стало?,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆
